Seq_Id,start,gc,dnabert2_prob0,dnabert2_prob1,dnabert2_pred,grover_prob0,grover_prob1,grover_pred,caduceus_prob0,caduceus_prob1,caduceus_pred,reference_label
1,0,36.15,0.9089468717575072,0.0961135178804397,0,0.9878331422805786,0.026213327422738,0,0.3231143951416015,0.6768856048583984,0,0
2,500,36.83,0.9123130440711976,0.0918541327118873,0,0.9854631423950196,0.029304539784789,0,0.3134805560111999,0.6865193843841553,0,0
3,1000,36.4,0.9124132394790648,0.0917979255318641,0,0.9892278909683228,0.0232189316302537,0,0.3172196745872497,0.6827803254127502,0,0
4,1500,36.52,0.9133290648460388,0.0906242132186889,0,0.9895851016044616,0.0230562128126621,0,0.3459164202213287,0.6540835499763489,0,0
5,2000,37.38,0.9131888747215272,0.090785264968872,0,0.988084614276886,0.0266665630042552,0,0.3338403105735779,0.6661596894264221,0,0
6,2500,38.3,0.9123407006263732,0.0918877050280571,0,0.9863333106040956,0.0292766243219375,0,0.3454515933990478,0.6545484066009521,0,0
7,3000,38.7,0.9102749824523926,0.0944801121950149,0,0.9860811233520508,0.0287825800478458,0,0.3684039413928985,0.631596028804779,0,0
8,3500,39.45,0.910750150680542,0.0938990786671638,0,0.9832273721694946,0.0319585166871547,0,0.3494836390018463,0.6505163311958313,0,0
9,4000,39.12,0.910080909729004,0.0947482734918594,0,0.9808914065361024,0.0327666029334068,0,0.418948620557785,0.5810514092445374,0,0
10,4500,39.17,0.6526857018470764,0.3680623471736908,0,0.9757015705108644,0.0398843884468078,0,0.4629122316837311,0.5370877981185913,0,0
11,5000,40.38,0.3496242761611938,0.6191267371177673,1,0.9823508262634276,0.0334255807101726,0,0.3674218952655792,0.6325780749320984,0,0
12,5500,39.57,0.6035652160644531,0.4111030101776123,0,0.9848602414131165,0.0301058944314718,0,0.3801445960998535,0.6198554635047913,0,0
13,6000,39.77,0.1173001453280448,0.8700389266014099,1,0.9839878678321838,0.0309076011180877,0,0.3787183165550232,0.6212817430496216,0,0
14,6500,39.75,0.3081988394260406,0.6637498140335083,1,0.9806217551231384,0.0350588709115982,0,0.3795285224914551,0.6204714775085449,0,0
15,7000,39.4,0.8983744978904724,0.1092055737972259,0,0.9835330843925476,0.0325758717954158,0,0.3637094795703888,0.6362904906272888,0,0
16,7500,38.82,0.850604236125946,0.1643132120370865,0,0.9646889567375184,0.0601623021066188,0,0.3638972640037536,0.6361027359962463,0,0
17,8000,39.38,0.9095436334609984,0.0953767150640487,0,0.9849360585212708,0.0291231982409954,0,0.357317179441452,0.6426827907562256,0,0
18,8500,38.88,0.9120046496391296,0.0923166722059249,0,0.98578679561615,0.0271399617195129,0,0.3483977615833282,0.6516022682189941,0,0
19,9000,37.77,0.9109880924224854,0.093612402677536,0,0.9853203892707824,0.0281208325177431,0,0.3698357045650482,0.6301642656326294,0,0
20,9500,38.22,0.907460629940033,0.0980133935809135,0,0.9789258241653442,0.0342529602348804,0,0.3503497838973999,0.6496501564979553,0,0
21,10000,37.85,0.8984612226486206,0.109082393348217,0,0.9788368344306946,0.0364425294101238,0,0.355903297662735,0.6440967321395874,0,0
22,10500,37.9,0.9061324596405028,0.099660687148571,0,0.9822851419448853,0.0330001786351203,0,0.3286485373973846,0.671351432800293,0,0
23,11000,38.38,0.9031451344490052,0.1033287793397903,0,0.9835467338562012,0.0325003825128078,0,0.3426906168460846,0.657309353351593,0,0
24,11500,38.82,0.8635877370834351,0.1505051851272583,0,0.9840192794799804,0.0314574614167213,0,0.3535208702087402,0.646479070186615,0,0
25,12000,37.75,0.8379594683647156,0.1640335917472839,0,0.9791034460067748,0.0383325666189193,0,0.3310008645057678,0.668999195098877,0,0
26,12500,37.57,0.6855166554450989,0.303493857383728,0,0.9698124527931212,0.0506060756742954,0,0.332287847995758,0.6677121520042419,0,0
27,13000,38.07,0.2711480259895324,0.7000982165336609,1,0.9694548845291138,0.0490587428212165,0,0.3373827338218689,0.6626172661781311,0,0
28,13500,38.3,0.2061160057783126,0.7690609097480774,1,0.9662107825279236,0.0540649332106113,0,0.3820587694644928,0.6179412603378296,0,0
29,14000,38.45,0.5714232325553894,0.4284628629684448,0,0.9752925038337708,0.0415515266358852,0,0.3690627217292785,0.6309372782707214,0,0
30,14500,38.65,0.6258338093757629,0.3910214304924011,0,0.9733213186264038,0.0452843867242336,0,0.3654259443283081,0.6345740556716919,0,0
31,15000,39.05,0.6563774943351746,0.3652459979057312,0,0.9782593250274658,0.0393998622894287,0,0.3669604659080505,0.6330395340919495,0,0
32,15500,38.77,0.726847767829895,0.297972559928894,0,0.7359216213226318,0.243766501545906,0,0.3805422484874725,0.6194577813148499,0,0
33,16000,39.12,0.9043769240379332,0.1018427312374115,0,0.7538917660713196,0.2469550818204879,0,0.3873222470283508,0.6126777529716492,0,0
34,16500,39.4,0.8984665274620056,0.1090618446469307,0,0.9817729592323304,0.0344051606953144,0,0.3831448256969452,0.6168551445007324,0,0
35,17000,39.32,0.8992632031440735,0.1082429885864257,0,0.9787171483039856,0.0405417010188102,0,0.3458653092384338,0.6541347503662109,0,0
36,17500,38.62,0.8842859268188477,0.1262813061475753,0,0.9821051359176636,0.0361307188868522,0,0.3403130173683166,0.6596870422363281,0,0
37,18000,37.82,0.9088139533996582,0.0962838977575302,0,0.9847070574760436,0.0312716625630855,0,0.3344956934452057,0.6655043363571167,0,0
38,18500,37.15,0.7630008459091187,0.2602720558643341,0,0.9525547027587892,0.0789941623806953,0,0.3742827177047729,0.625717282295227,0,0
39,19000,37.35,0.9108237028121948,0.093786783516407,0,0.9814026951789856,0.0353884547948837,0,0.3970682024955749,0.602931797504425,0,0
