Seq_Id,start,gc,dnabert2_prob0,dnabert2_prob1,dnabert2_pred,grover_prob0,grover_prob1,grover_pred,caduceus_prob0,caduceus_prob1,caduceus_pred,reference_label
1,0,64.12,0.8952473998069763,0.1129626706242561,0,0.9647197723388672,0.0657374784350395,0,0.5724124908447266,0.4275875389575958,1,0
2,500,64.92,0.7603256702423096,0.2625364065170288,0,0.9739032983779908,0.0508356876671314,0,0.5757990479469299,0.42420095205307,1,1
3,1000,64.9,0.8016678690910339,0.2190851271152496,0,0.96977961063385,0.0551818050444126,0,0.533104419708252,0.4668955504894256,1,1
4,1500,65.33,0.6942391991615295,0.3302146196365356,0,0.6564869284629822,0.3526444733142853,0,0.5000770092010498,0.4999229907989502,1,1
5,2000,65.03,0.9010980129241944,0.1058504804968833,0,0.0310727898031473,0.9337387681007384,1,0.5212462544441223,0.4787537753582001,1,1
6,2500,65.3,0.9002121686935425,0.1069523468613624,0,0.0452574416995048,0.9189019203186036,1,0.5349829792976379,0.4650169909000397,1,1
7,3000,65.9,0.7730466723442078,0.2499787807464599,0,0.8785728812217712,0.1906948983669281,0,0.5804410576820374,0.4195589423179626,1,1
8,3500,66.55,0.2485115826129913,0.72431480884552,1,0.9541133046150208,0.0846694484353065,0,0.5803633332252502,0.4196366667747497,1,1
9,4000,66.65,0.1092579662799835,0.8797118067741394,1,0.9519122838974,0.0980834066867828,0,0.5582574009895325,0.4417425990104675,1,1
10,4500,66.53,0.0551199503242969,0.9474796652793884,1,0.9695622324943542,0.0621137507259845,0,0.5634704828262329,0.4365294873714447,1,1
11,5000,66.03,0.0553512647747993,0.9474011659622192,1,0.0528837814927101,0.9146547913551332,1,0.585192859172821,0.4148071408271789,1,1
12,5500,65.8,0.0553437322378158,0.9473949074745178,1,0.0262293685227632,0.9509155750274658,1,0.6155917048454285,0.3844083249568939,1,1
13,6000,66.1,0.0554494187235832,0.947309672832489,1,0.0280755423009395,0.9486457705497742,1,0.5841020345687866,0.4158980250358581,1,1
14,6500,66.33,0.0553109645843505,0.9473993182182312,1,0.0210442561656236,0.9569671154022216,1,0.5577826499938965,0.4422173500061035,1,1
15,7000,65.95,0.0553981810808181,0.9473484754562378,1,0.0179857723414897,0.9614930748939514,1,0.5452986359596252,0.4547013938426971,1,1
16,7500,66.15,0.0549972355365753,0.94732666015625,1,0.2368322610855102,0.7072013020515442,1,0.554028332233429,0.445971667766571,1,1
17,8000,66.22,0.0602973029017448,0.9389946460723876,1,0.3597719967365265,0.6130138039588928,1,0.580285906791687,0.4197141528129577,1,1
18,8500,66.27,0.0559108033776283,0.9451941847801208,1,0.9719216227531432,0.0547929294407367,0,0.5672926306724548,0.4327073693275451,1,1
19,9000,66.67,0.1940522938966751,0.7828113436698914,1,0.9796211123466492,0.0425949990749359,0,0.5421609282493591,0.4578391015529632,1,1
20,9500,66.72,0.0909119918942451,0.9020305275917052,1,0.9775630235671996,0.0440038628876209,0,0.5472198724746704,0.4527801275253296,1,1
21,10000,66.85,0.0653723552823066,0.9334521889686584,1,0.9368962049484252,0.0938241928815841,0,0.5707091093063354,0.4292908310890198,1,1
22,10500,67.35,0.0550835914909839,0.9474406242370604,1,0.0263453144580125,0.9482282996177672,1,0.5703653693199158,0.4296346008777618,1,1
23,11000,67.95,0.05499217659235,0.9473628401756288,1,0.9302905797958374,0.1146392375230789,0,0.5765679478645325,0.4234320521354675,1,1
24,11500,68.1,0.0552911609411239,0.9474000930786132,1,0.0208555702120065,0.9583415389060974,1,0.5745044946670532,0.4254955351352691,1,1
25,12000,68.4,0.0554051175713539,0.947365403175354,1,0.0180933754891157,0.9648016691207886,1,0.5637754797935486,0.436224490404129,1,1
26,12500,68.23,0.0553591847419738,0.9474026560783386,1,0.9677978157997132,0.069648303091526,0,0.5982421040534973,0.4017578661441803,1,1
27,13000,68.35,0.0553205087780952,0.9473897814750672,1,0.9177043437957764,0.14822818338871,0,0.6045239567756653,0.3954759836196899,1,1
28,13500,68.4,0.0551181249320507,0.9474320411682128,1,0.9244630336761476,0.1304671168327331,0,0.5995837450027466,0.400416225194931,1,1
29,14000,68.53,0.0550156235694885,0.9474124908447266,1,0.9533768892288208,0.095663733780384,0,0.6213582754135132,0.3786417245864868,1,1
30,14500,67.77,0.0554560497403144,0.9473249316215516,1,0.8073646426200867,0.2658766806125641,0,0.6306276917457581,0.3693723380565643,1,1
31,15000,67.55,0.05540407076478,0.9473910927772522,1,0.0144233414903283,0.971581220626831,1,0.6364246010780334,0.3635754585266113,1,1
32,15500,67.12,0.0555561780929565,0.9472530484199524,1,0.01348970644176,0.9730073809623718,1,0.6479710936546326,0.3520288467407226,1,1
33,16000,66.57,0.0555325932800769,0.947247326374054,1,0.0112378094345331,0.9755433201789856,1,0.6521749496459961,0.3478251099586487,1,1
34,16500,66.65,0.0553938373923301,0.9473333954811096,1,0.0231049135327339,0.9601824283599854,1,0.6012203693389893,0.3987796008586883,1,1
35,17000,65.38,0.0555548146367073,0.9472920298576356,1,0.0545959919691085,0.9272063374519348,1,0.6524888873100281,0.3475111126899719,1,1
36,17500,64.83,0.0556612089276313,0.9472113847732544,1,0.0263414122164249,0.9567204117774964,1,0.6096916198730469,0.3903083503246307,1,1
37,18000,64.62,0.0556430146098136,0.9472287893295288,1,0.0253660473972558,0.9523707032203674,1,0.5748334527015686,0.4251665472984314,1,1
38,18500,64.85,0.0556066669523716,0.9472646117210388,1,0.0161556843668222,0.9677573442459106,1,0.5629280805587769,0.4370719492435455,1,1
39,19000,65.33,0.0552803501486778,0.9473857283592224,1,0.0166422296315431,0.966896116733551,1,0.5779399871826172,0.4220599830150604,1,1
40,19500,65.3,0.0553853176534175,0.9473450779914856,1,0.0273168869316577,0.947451949119568,1,0.567006528377533,0.4329934418201446,1,1
41,20000,65.8,0.0709923505783081,0.9255542159080504,1,0.028487330302596,0.9480932950973512,1,0.5382224917411804,0.4617774784564972,1,1
42,20500,65.77,0.0592944845557212,0.9405483603477478,1,0.9477941989898682,0.0830339342355728,0,0.5409626364707947,0.4590373933315277,1,1
