Seq_Id,start,gc,dnabert2_prob0,dnabert2_prob1,dnabert2_pred,grover_prob0,grover_prob1,grover_pred,caduceus_prob0,caduceus_prob1,caduceus_pred,reference_label
1,0,66.95,0.6763589382171631,0.3479893207550049,0,0.9688433408737184,0.0585701428353786,0,0.3442517220973968,0.6557483077049255,0,0
2,500,66.75,0.8981217741966248,0.109444074332714,0,0.972421646118164,0.055266547948122,0,0.3632252216339111,0.6367748379707336,0,0
3,1000,68.2,0.9071089625358582,0.0984148606657981,0,0.9676290154457092,0.0624587945640087,0,0.3611349463462829,0.6388651132583618,0,0
4,1500,68.4,0.9109526872634888,0.0936596468091011,0,0.972395956516266,0.0539484359323978,0,0.3497185409069061,0.6502814888954163,0,0
5,2000,68.35,0.9116369485855104,0.0927988141775131,0,0.9739853739738464,0.0545506328344345,0,0.361119270324707,0.638880729675293,0,0
6,2500,68.12,0.9122206568717957,0.0920318886637687,0,0.9759194254875184,0.0457469262182712,0,0.3652674555778503,0.6347326040267944,0,0
7,3000,67.5,0.9116487503051758,0.092754453420639,0,0.9686619639396667,0.061451468616724,0,0.3676392436027527,0.6323607563972473,0,0
8,3500,66.57,0.7991408705711365,0.2229578793048858,0,0.9793035984039308,0.0464658476412296,0,0.401497334241867,0.5985026359558105,0,0
9,4000,65.97,0.8995111584663391,0.1078405976295471,0,0.960397481918335,0.0845872983336448,0,0.4225261509418487,0.5774738192558289,0,0
10,4500,65.5,0.9006265997886658,0.1064421907067298,0,0.9803259372711182,0.0459141135215759,0,0.4395065009593963,0.5604934692382812,0,0
11,5000,64.35,0.8993849158287048,0.1079746335744857,0,0.9838569164276124,0.0377679765224456,0,0.4480482935905456,0.5519517660140991,0,0
12,5500,64.5,0.9098628759384156,0.0950068011879921,0,0.98359352350235,0.0381155982613563,0,0.4715009331703186,0.5284990668296814,0,0
13,6000,64.8,0.9101618528366088,0.0946080237627029,0,0.979844331741333,0.0412477776408195,0,0.4834477305412292,0.5165523290634155,0,0
14,6500,65.42,0.9108352065086364,0.093775674700737,0,0.9790016412734984,0.0414445772767066,0,0.4742558002471924,0.5257442593574524,0,0
15,7000,66.77,0.9113116264343262,0.0931736081838607,0,0.9819559454917908,0.0359140150249004,0,0.4644903540611267,0.5355095863342285,0,0
16,7500,66.72,0.9120044708251952,0.0922949761152267,0,0.9782163500785828,0.0429992079734802,0,0.4616881906986236,0.5383118391036987,0,0
17,8000,67.2,0.9119728207588196,0.0923347771167755,0,0.976233184337616,0.0480937063694,0,0.4230971038341522,0.5769029259681702,0,0
18,8500,67.5,0.909330666065216,0.0956800132989883,0,0.9779648780822754,0.0455740354955196,0,0.4010272622108459,0.598972737789154,0,0
19,9000,68.55,0.9097054600715636,0.0952039584517479,0,0.97870934009552,0.04385282471776,0,0.3773702383041382,0.6226298213005066,0,0
20,9500,68.88,0.9092006683349608,0.0958473831415176,0,0.9798245429992676,0.0446062833070755,0,0.4516907334327698,0.5483092069625854,0,0
21,10000,68.2,0.906416356563568,0.099306620657444,0,0.9807274341583252,0.0408742539584636,0,0.3845804631710052,0.6154195666313171,0,0
22,10500,67.83,0.9104089140892028,0.0943504199385643,0,0.9859290719032288,0.0351069867610931,0,0.3987855017185211,0.6012145280838013,0,0
23,11000,67.12,0.9099434018135072,0.0949080809950828,0,0.9781569838523864,0.0485138185322284,0,0.33269003033638,0.6673099398612976,0,0
24,11500,68.27,0.9068603515625,0.0987481251358985,0,0.9751989841461182,0.056852176785469,0,0.330411821603775,0.6695881485939026,0,0
25,12000,68.4,0.9070831537246704,0.0985223352909088,0,0.9769791960716248,0.0517717860639095,0,0.3448151648044586,0.6551848649978638,0,0
26,12500,68.3,0.9108450412750244,0.0937424525618553,0,0.9804696440696716,0.0448953099548816,0,0.3442585468292236,0.6557414531707764,0,0
27,13000,68.27,0.9128164649009703,0.0912974327802658,0,0.982526421546936,0.039038959890604,0,0.3428946137428283,0.6571053266525269,0,0
28,13500,68.2,0.9115436673164368,0.0928719043731689,0,0.987557053565979,0.0305423848330974,0,0.3306482434272766,0.6693517565727234,0,0
29,14000,68.23,0.9096046686172484,0.0953393802046775,0,0.9839982986450196,0.0366736128926277,0,0.317310094833374,0.682689905166626,0,0
30,14500,67.97,0.9080588817596436,0.0972689911723136,0,0.982188045978546,0.0380409248173236,0,0.341879665851593,0.6581202745437622,0,0
31,15000,67.92,0.898931086063385,0.1085382997989654,0,0.9776934385299684,0.0462261475622653,0,0.3638340830802917,0.6361659169197083,0,0
32,15500,67.62,0.9039843678474426,0.102323904633522,0,0.972469449043274,0.0521264784038066,0,0.3901060223579407,0.6098939180374146,0,0
33,16000,67.4,0.9054714441299438,0.1004848927259445,0,0.973863959312439,0.0547109693288803,0,0.3783629238605499,0.6216370463371277,0,0
34,16500,67.53,0.7703285217285156,0.2509844899177551,0,0.9819666147232056,0.0368028618395328,0,0.3545582890510559,0.6454416513442993,0,0
35,17000,66.72,0.9087194204330444,0.0964686125516891,0,0.9811670184135436,0.0398310311138629,0,0.4144445955753326,0.585555374622345,0,0
36,17500,66.8,0.9053380489349364,0.1006549447774887,0,0.982656478881836,0.0382319502532482,0,0.3989849984645843,0.601015031337738,0,0
37,18000,67.33,0.910710871219635,0.0939366593956947,0,0.9804194569587708,0.0414667837321758,0,0.4315835237503052,0.5684165358543396,0,0
38,18500,67.45,0.9110610485076904,0.0935695469379425,0,0.9855915307998656,0.0335198454558849,0,0.4269945025444031,0.5730054974555969,0,0
39,19000,68.03,0.9101470708847046,0.0946116745471954,0,0.9843003153800964,0.0351662449538707,0,0.393273264169693,0.6067267060279846,0,0
40,19500,69.08,0.9092999696731568,0.095649816095829,0,0.976515531539917,0.0490659400820732,0,0.3942406177520752,0.6057593822479248,0,0
41,20000,69.2,0.9105751514434814,0.0941123068332672,0,0.9741432666778564,0.0547998920083045,0,0.3570752143859863,0.6429247856140137,0,0
42,20500,69.12,0.9069978594779968,0.0985532104969024,0,0.9748930931091307,0.0526079125702381,0,0.3563929200172424,0.6436070799827576,0,0
43,21000,69.62,0.9066303372383118,0.0990611165761947,0,0.9760422706604004,0.051812469959259,0,0.3334374129772186,0.666562557220459,0,0
44,21500,69.88,0.8087509870529175,0.2120088338851928,0,0.9786583185195924,0.0479315929114818,0,0.3573023378849029,0.6426976323127747,0,0
45,22000,70.0,0.6596232056617737,0.3631788492202759,0,0.984321117401123,0.0362263247370719,0,0.3511344790458679,0.6488655209541321,0,0
46,22500,69.62,0.8978358507156372,0.1098930910229682,0,0.9850299954414368,0.0348953530192375,0,0.3444229960441589,0.6555769443511963,0,0
47,23000,69.2,0.9059368968009948,0.0999363511800766,0,0.985044240951538,0.0350934788584709,0,0.3404227197170257,0.6595772504806519,0,0
48,23500,68.23,0.8996813297271729,0.1076219081878662,0,0.983022153377533,0.0393839031457901,0,0.3387539386749267,0.6612460613250732,0,0
49,24000,68.62,0.9051463603973388,0.1008766740560531,0,0.977104902267456,0.0499969534575939,0,0.3409253358840942,0.6590747237205505,0,0
50,24500,69.1,0.9006749391555786,0.1064219400286674,0,0.9776644110679626,0.050588209182024,0,0.3517658710479736,0.6482340693473816,0,0
51,25000,68.65,0.9119795560836792,0.0923160538077354,0,0.975091516971588,0.0598227344453334,0,0.3421494662761688,0.6578505039215088,0,0
52,25500,68.5,0.912735641002655,0.0914027765393257,0,0.9769132137298584,0.0545657128095626,0,0.33707195520401,0.66292804479599,0,0
53,26000,69.12,0.912130892276764,0.0921758040785789,0,0.9817696213722228,0.0422464720904827,0,0.3400619626045227,0.6599380373954773,0,0
54,26500,69.55,0.9121025204658508,0.0921867787837982,0,0.9858537912368774,0.0352397076785564,0,0.3668837249279022,0.6331162452697754,0,0
55,27000,69.45,0.9097437858581544,0.0951826646924018,0,0.9861056804656982,0.0335034504532814,0,0.3615161776542663,0.6384837627410889,0,0
56,27500,69.27,0.9040359258651732,0.1022629812359809,0,0.9785516858100892,0.0466266125440597,0,0.378192126750946,0.621807873249054,0,0
57,28000,68.85,0.9086893796920776,0.0965066030621528,0,0.9653101563453674,0.0703819021582603,0,0.3963249921798706,0.6036750078201294,0,0
58,28500,68.0,0.9077167510986328,0.0976510718464851,0,0.9354889392852784,0.1232928708195686,0,0.3953742086887359,0.6046258211135864,0,0
59,29000,67.83,0.9113625884056092,0.0931301936507225,0,0.9744285345077516,0.0533295683562755,0,0.3894703090190887,0.6105296611785889,0,0
60,29500,67.65,0.9121002554893494,0.0922135040163993,0,0.9794528484344482,0.0457749813795089,0,0.402257889509201,0.5977420806884766,0,0
61,30000,67.25,0.9103346467018129,0.0944131910800933,0,0.9757330417633056,0.0508849993348121,0,0.4506270587444305,0.5493729710578918,0,0
62,30500,67.75,0.911765456199646,0.0926190316677093,0,0.9799647331237792,0.0444126166403293,0,0.432554692029953,0.5674452781677246,0,0
63,31000,67.9,0.9107159376144408,0.0939475744962692,0,0.984452486038208,0.0359794348478317,0,0.3889778554439544,0.6110221147537231,0,0
64,31500,67.9,0.910735011100769,0.0938814729452133,0,0.9797041416168212,0.0421204566955566,0,0.4033073484897613,0.596692681312561,0,0
65,32000,67.38,0.911074995994568,0.0935029312968254,0,0.9780414700508118,0.0429445877671241,0,0.3887193500995636,0.611280620098114,0,0
66,32500,67.62,0.9083464741706848,0.096932977437973,0,0.9703283309936525,0.0592236816883087,0,0.3943978548049927,0.6056021451950073,0,0
67,33000,67.7,0.9058015942573548,0.1001011282205581,0,0.962181806564331,0.0768786668777465,0,0.3924040198326111,0.6075959801673889,0,0
68,33500,66.83,0.863242506980896,0.1500019878149032,0,0.982550084590912,0.0443785190582275,0,0.3851518929004669,0.6148481369018555,0,0
69,34000,66.95,0.8944216370582581,0.1139061674475669,0,0.984161376953125,0.0367646627128124,0,0.3581359982490539,0.641864001750946,0,0
70,34500,66.35,0.9043720364570618,0.1018663346767425,0,0.9841294288635254,0.0368024595081806,0,0.3524184226989746,0.6475815773010254,0,0
71,35000,66.1,0.8999539017677307,0.1072352603077888,0,0.9810689091682434,0.0408962294459342,0,0.3707056939601898,0.6292943358421326,0,0
72,35500,65.72,0.9048004746437072,0.1012512445449829,0,0.9784075617790222,0.0432993695139884,0,0.3773178458213806,0.6226821541786194,0,0
