Seq_Id,start,gc,dnabert2_prob0,dnabert2_prob1,dnabert2_pred,grover_prob0,grover_prob1,grover_pred,caduceus_prob0,caduceus_prob1,caduceus_pred,reference_label
1,0,55.15,0.7950758934020996,0.2277052551507949,0,0.9793197512626648,0.0434473156929016,0,0.4462998211383819,0.5537002086639404,0,0
2,500,56.62,0.908409059047699,0.0968449413776397,0,0.969513177871704,0.0575943514704704,0,0.4286923408508301,0.5713075995445251,0,0
3,1000,56.88,0.8971118927001953,0.1107736527919769,0,0.9694943428039552,0.0602516457438468,0,0.4261583387851715,0.5738416910171509,0,0
4,1500,56.07,0.6930339932441711,0.3302818536758423,0,0.9672126173973083,0.0612123943865299,0,0.3948439061641693,0.6051561236381531,0,0
5,2000,55.77,0.7064610719680786,0.3179841041564941,0,0.9735086560249328,0.04988968744874,0,0.4034233093261719,0.5965766906738281,0,0
6,2500,55.2,0.3879498243331909,0.58638596534729,1,0.9731793999671936,0.0474926345050334,0,0.3807769417762756,0.6192230582237244,0,0
7,3000,55.4,0.675676703453064,0.3478781878948211,0,0.9727917313575744,0.0468519628047943,0,0.3583333194255829,0.6416666507720947,0,0
8,3500,55.3,0.8960273265838623,0.1120081171393394,0,0.9509457349777222,0.0775519832968711,0,0.3655015826225281,0.6344983577728271,0,0
9,4000,54.7,0.9045466184616088,0.1015754342079162,0,0.9732356667518616,0.0499937310814857,0,0.3678740262985229,0.6321260333061218,0,0
10,4500,54.37,0.9062641263008118,0.0994121953845024,0,0.9772675037384032,0.0427820086479187,0,0.3828164637088775,0.6171835064888,0,0
11,5000,53.57,0.9133152365684508,0.0906531438231468,0,0.9758108854293824,0.044028416275978,0,0.4040124416351318,0.5959875583648682,0,0
12,5500,53.97,0.9130841493606568,0.0909931883215904,0,0.9716320037841796,0.0533703751862049,0,0.3832669854164123,0.6167330145835876,0,0
13,6000,53.83,0.9052290320396424,0.1008219569921493,0,0.96946519613266,0.0550994984805583,0,0.3587441146373749,0.6412558555603027,0,0
14,6500,54.2,0.6062490940093994,0.406631201505661,0,0.9689647555351256,0.0577632933855056,0,0.3400406241416931,0.6599593758583069,0,0
15,7000,53.05,0.7109494805335999,0.3139559924602508,0,0.97356379032135,0.0489720366895198,0,0.3545653223991394,0.6454346179962158,0,0
16,7500,51.78,0.904736876487732,0.1014178693294525,0,0.9724441766738892,0.0505799986422061,0,0.3494885861873626,0.6505114436149597,0,0
17,8000,51.4,0.9103096127510072,0.0943958833813667,0,0.9542542695999146,0.0753052979707717,0,0.4167274236679077,0.5832726359367371,0,0
18,8500,51.08,0.9124454259872437,0.0917511954903602,0,0.9739086031913756,0.0537159033119678,0,0.3998664915561676,0.6001335382461548,0,0
19,9000,51.48,0.9062129259109496,0.0995773449540138,0,0.968434512615204,0.058231446892023,0,0.4438222646713257,0.5561776757240295,0,0
20,9500,51.1,0.9072265028953552,0.0983229950070381,0,0.955653190612793,0.075710155069828,0,0.4926161468029022,0.5073838233947754,0,0
21,10000,51.05,0.90860515832901,0.0966133624315261,0,0.9731882214546204,0.0522976741194725,0,0.4835864305496216,0.5164135098457336,0,0
22,10500,51.25,0.9084694385528564,0.0967732071876525,0,0.9758355021476746,0.0436915084719657,0,0.4590727388858795,0.5409272313117981,0,0
23,11000,50.58,0.9068939685821532,0.0987078174948692,0,0.973571002483368,0.0454832166433334,0,0.5088739395141602,0.4911260604858398,1,0
24,11500,50.38,0.9030401110649108,0.103504754602909,0,0.9721632599830629,0.0481716319918632,0,0.5379145741462708,0.4620854556560516,1,0
25,12000,48.83,0.903773307800293,0.1026043593883514,0,0.9752938747406006,0.0399908274412155,0,0.4870776832103729,0.5129223465919495,0,0
26,12500,47.38,0.8901364803314209,0.1190103590488433,0,0.9751275777816772,0.0418997593224048,0,0.506515622138977,0.4934843778610229,1,0
27,13000,46.98,0.9048413634300232,0.1012691110372543,0,0.9809600114822388,0.0341339483857154,0,0.446506142616272,0.553493857383728,0,0
28,13500,45.25,0.9045029282569884,0.10167046636343,0,0.9817852973937988,0.0356062613427639,0,0.4262024164199829,0.5737975239753723,0,0
29,14000,43.25,0.8997759819030762,0.1074501872062683,0,0.9756746888160706,0.0467639155685901,0,0.4592353999614715,0.5407646298408508,0,0
